"Stkcd","Stknme","Annctime","Type","Suspdate","Resmdate","Timeperd"
"603019","中科曙光","2019-06-24","1","2019-06-24","2019-06-27","12.00"
"603021","山东华鹏","2016-11-18","1","2016-11-18","2016-11-21","4.00"
"603021","山东华鹏","2016-11-21","1","2016-11-21","2016-11-22","4.00"
"603021","山东华鹏","2016-11-22","1","2016-11-22","2016-11-23","4.00"
"603021","山东华鹏","2017-12-29","1","2017-12-29","2018-03-29","232.00"
"603021","山东华鹏","2018-06-04","1","2018-06-04","2018-06-19","40.00"
"603022","新通联","2019-05-20","1","2019-05-20","2019-05-21","4.00"
"603023","威帝股份","2020-09-14","1","2020-09-14","2020-09-15","4.00"
"603023","威帝股份","2020-09-15","1","2020-09-15","2020-09-16","4.00"
"603025","大豪科技","2016-08-18","1","2016-08-18","2016-09-19","80.00"
"603025","大豪科技","2017-05-04","1","2017-05-04","2017-05-11","20.00"
"603025","大豪科技","2020-11-24","1","2020-11-24","2020-11-25","4.00"
"603025","大豪科技","2020-11-25","1","2020-11-25","2020-12-08","36.00"
"603027","千禾味业","2017-03-22","1","2017-03-22","2017-03-23","4.00"
"603028","赛福天","2018-01-16","1","2018-01-16","2018-01-17","4.00"
"603028","赛福天","2018-01-17","1","2018-01-17","2018-02-13","76.00"
"603029","天鹅股份","2017-08-28","1","2017-08-28","2017-08-29","4.00"
"603029","天鹅股份","2017-08-29","1","2017-08-29","2017-10-30","156.00"
"603030","全筑股份","2016-11-18","1","2016-11-18","2016-11-21","4.00"
"603030","全筑股份","2016-11-21","1","2016-11-21","2016-11-25","16.00"
"603030","全筑股份","2017-03-30","1","2017-03-30","2017-03-31","4.00"
"603031","安德利","2019-09-23","1","2019-09-23","2019-09-24","4.00"
"603032","德新交运","2017-01-05","1","2017-01-05","2017-01-05","0.50"
"603032","德新交运","2017-11-02","1","2017-11-02","2018-03-30","400.00"
"603032","德新交运","2018-06-05","1","2018-06-05","2018-07-27","148.00"
"603032","德新交运","2018-09-07","1","2018-09-07","2018-09-14","20.00"
"603032","德新交运","2020-03-30","1","2020-03-30","2020-04-14","40.00"
"603032","德新交运","2020-10-21","1","2020-10-21","2020-10-22","4.00"
"603033","三维股份","2016-12-07","1","2016-12-07","2016-12-07","0.50"
"603033","三维股份","2018-02-01","1","2018-02-01","2018-05-28","292.00"
"603033","三维股份","2018-11-27","1","2018-11-27","2018-11-28","4.00"
"603035","常熟汽饰","2017-01-05","1","2017-01-05","2017-01-05","0.50"
"603038","华立股份","2017-12-04","1","2017-12-04","2017-12-05","4.00"
"603039","泛微网络","2017-09-11","1","2017-09-11","2017-12-20","268.00"
"603040","新坐标","2017-07-07","1","2017-07-07","2017-07-10","4.00"
"603050","科林电气","2017-04-14","1","2017-04-14","2017-04-14","0.50"
"603053","成都燃气","2019-12-17","1","2019-12-17","2019-12-17","0.50"
"603058","永吉股份","2016-12-23","1","2016-12-23","2016-12-23","0.50"
"603058","永吉股份","2018-02-02","1","2018-02-02","2018-02-06","8.00"
"603060","国检集团","2016-11-09","1","2016-11-09","2016-11-09","0.50"
"603063","禾望电气","2017-07-28","1","2017-07-28","2017-07-28","0.50"
"603066","音飞储存","2016-11-24","1","2016-11-24","2016-11-25","4.00"
"603066","音飞储存","2018-02-06","1","2018-02-06","2018-05-25","276.00"
"603066","音飞储存","2020-03-02","1","2020-03-02","2020-03-04","8.00"
"603067","振华股份","2018-04-03","1","2018-04-03","2018-04-09","8.00"
"603067","振华股份","2020-07-27","1","2020-07-27","2020-08-10","40.00"
"603067","振华股份","2020-11-13","1","2020-11-13","2020-11-16","4.00"
"603069","海汽集团","2016-07-12","1","2016-07-12","2016-07-12","0.50"
"603076","乐惠国际","2017-11-13","1","2017-11-13","2017-11-13","0.50"
"603077","和邦生物","2017-01-19","1","2017-01-19","2017-01-20","4.00"
"603077","和邦生物","2017-01-20","1","2017-01-20","2017-01-23","4.00"
"603077","和邦生物","2017-08-02","1","2017-08-02","2017-08-03","4.00"
"603077","和邦生物","2017-08-03","1","2017-08-03","2017-08-16","36.00"
"603079","圣达生物","2017-08-23","1","2017-08-23","2017-08-23","0.50"
"603079","圣达生物","2017-12-18","1","2017-12-18","2017-12-19","4.00"
"603079","圣达生物","2017-12-19","1","2017-12-19","2018-02-09","148.00"
"603080","新疆火炬","2018-01-03","1","2018-01-03","2018-01-03","0.50"
"603080","新疆火炬","2018-04-12","1","2018-04-12","2018-04-16","8.00"
"603083","剑桥科技","2017-11-10","1","2017-11-10","2017-11-10","0.50"
"603085","天成自控","2017-03-28","1","2017-03-28","2017-03-29","4.00"
"603085","天成自控","2018-06-15","1","2018-06-15","2018-06-19","4.00"
"603085","天成自控","2018-06-19","1","2018-06-19","2018-07-02","36.00"
"603086","先达股份","2017-05-11","1","2017-05-11","2017-05-11","0.50"
"603088","宁波精达","2018-02-05","1","2018-02-05","2018-02-28","48.00"
"603090","宏盛股份","2016-08-31","1","2016-08-31","2016-08-31","0.50"
"603090","宏盛股份","2017-07-07","1","2017-07-07","2017-09-25","224.00"
"603095","越剑智能","2020-04-15","1","2020-04-15","2020-04-15","0.50"
"603096","新经典","2017-04-25","1","2017-04-25","2017-04-25","0.50"
"603098","森特股份","2018-01-18","1","2018-01-18","2018-01-19","4.00"
"603100","川仪股份","2016-08-22","1","2016-08-22","2016-08-23","4.00"
"603100","川仪股份","2016-08-23","1","2016-08-23","2016-10-24","148.00"
"603103","横店影视","2017-10-12","1","2017-10-12","2017-10-12","0.50"
"603105","芯能科技","2018-07-09","1","2018-07-09","2018-07-09","0.50"
"603106","恒银金融","2018-01-17","1","2018-01-17","2018-01-18","4.00"
"603108","润达医疗","2017-02-09","1","2017-02-09","2017-06-06","312.00"
"603108","润达医疗","2017-09-19","1","2017-09-19","2017-09-20","4.00"
"603108","润达医疗","2017-09-20","1","2017-09-20","2017-09-26","16.00"
"603108","润达医疗","2018-04-16","1","2018-04-16","2018-06-11","152.00"
"603108","润达医疗","2018-12-26","1","2018-12-26","2018-12-27","4.00"
"603109","神驰机电","2019-12-31","1","2019-12-31","2019-12-31","0.50"
"603110","东方材料","2017-10-13","1","2017-10-13","2017-10-13","0.50"
"603111","康尼机电","2016-12-26","1","2016-12-26","2016-12-27","4.00"
"603111","康尼机电","2016-12-27","1","2016-12-27","2017-05-17","368.00"
"603111","康尼机电","2017-09-28","1","2017-09-28","2017-10-13","24.00"
"603112","华翔股份","2020-09-17","1","2020-09-17","2020-09-17","0.50"
"603113","金能科技","2017-05-11","1","2017-05-11","2017-05-11","0.50"
"603116","红蜻蜓","2017-08-04","1","2017-08-04","2017-08-08","8.00"
"603117","万林股份","2017-02-17","1","2017-02-17","2017-03-02","36.00"
"603118","共进股份","2017-03-27","1","2017-03-27","2017-03-28","4.00"
"603123","翠微股份","2019-11-08","1","2019-11-08","2019-11-22","40.00"
"603123","翠微股份","2020-07-09","1","2020-07-09","2020-07-10","4.00"
"603126","中材节能","2017-06-27","1","2017-06-27","2017-09-18","236.00"
"603128","华贸物流","2017-04-18","1","2017-04-18","2017-04-19","2.00"
"603128","华贸物流","2017-04-19","1","2017-04-19","2017-05-18","80.00"
"603131","上海沪工","2017-03-28","1","2017-03-28","2017-03-29","4.00"
"603131","上海沪工","2017-07-03","1","2017-07-03","2017-11-01","328.00"
"603131","上海沪工","2018-10-19","1","2018-10-19","2018-10-22","4.00"
"603131","上海沪工","2018-10-22","1","2018-10-22","2018-10-29","20.00"
"603136","天目湖","2017-09-27","1","2017-09-27","2017-09-27","0.50"
"603155","新亚强","2020-09-01","1","2020-09-01","2020-09-01","0.50"
"603156","养元饮品","2018-02-12","1","2018-02-12","2018-02-12","0.50"
"603159","上海亚虹","2020-11-27","1","2020-11-27","2020-11-30","4.00"
"603159","上海亚虹","2020-11-30","1","2020-11-30","2020-12-01","4.00"
"603160","汇顶科技","2016-10-17","1","2016-10-17","2016-10-17","0.50"
"603165","荣晟环保","2017-09-28","1","2017-09-28","2017-09-29","2.00"
"603165","荣晟环保","2017-09-29","1","2017-09-29","2017-10-09","4.00"
"603166","福达股份","2016-07-13","1","2016-07-13","2016-07-14","4.00"
"603166","福达股份","2016-07-14","1","2016-07-14","2016-07-15","4.00"
"603168","莎普爱思","2017-12-07","1","2017-12-07","2017-12-08","4.00"
"603168","莎普爱思","2017-12-08","1","2017-12-08","2017-12-18","24.00"
"603169","兰石重装","2016-11-24","1","2016-11-24","2017-03-21","308.00"
"603169","兰石重装","2017-10-12","1","2017-10-12","2017-10-23","28.00"
"603177","德创环保","2017-03-31","1","2017-03-31","2017-04-05","4.00"
"603177","德创环保","2017-04-05","1","2017-04-05","2017-04-11","16.00"
"603179","新泉股份","2017-03-17","1","2017-03-17","2017-03-17","0.50"
"603183","建研院","2019-04-10","1","2019-04-10","2019-04-17","20.00"
"603183","建研院","2019-09-24","1","2019-09-24","2019-09-25","4.00"
"603189","网达软件","2017-08-29","1","2017-08-29","2017-08-30","4.00"
"603192","汇得科技","2018-08-28","1","2018-08-28","2018-08-28","0.50"
"603195","公牛集团","2020-02-06","1","2020-02-06","2020-02-06","0.50"
"603196","日播时尚","2017-05-31","1","2017-05-31","2017-05-31","0.50"
"603203","快克股份","2016-11-08","1","2016-11-08","2016-11-08","0.50"
"603214","爱婴室","2018-03-30","1","2018-03-30","2018-03-30","0.50"
"603217","元利科技","2019-06-20","1","2019-06-20","2019-06-20","0.50"
"603220","贝通信","2018-11-15","1","2018-11-15","2018-11-15","0.50"
"603221","爱丽家居","2020-03-23","1","2020-03-23","2020-03-23","0.50"
"603222","济民制药","2018-02-07","1","2018-02-07","2018-05-07","216.00"
"603223","恒通股份","2017-01-12","1","2017-01-12","2017-01-26","40.00"
"603223","恒通股份","2020-10-15","1","2020-10-15","2020-10-16","4.00"
"603223","恒通股份","2020-10-16","1","2020-10-16","2020-10-19","4.00"
"603225","新凤鸣","2017-04-18","1","2017-04-18","2017-04-18","0.50"
"603226","菲林格尔","2017-08-21","1","2017-08-21","2017-08-23","8.00"
"603227","雪峰科技","2017-03-30","1","2017-03-30","2017-04-07","16.00"
"603233","大参林","2017-07-31","1","2017-07-31","2017-07-31","0.50"
"603236","移远通信","2019-07-16","1","2019-07-16","2019-07-16","0.50"
"603238","诺邦股份","2017-05-15","1","2017-05-15","2017-05-16","4.00"
"603238","诺邦股份","2017-05-16","1","2017-05-16","2017-08-23","276.00"
"603239","浙江仙通","2017-03-31","1","2017-03-31","2017-04-05","4.00"
"603256","宏和科技","2019-07-19","1","2019-07-19","2019-07-19","0.50"
"603259","药明康德","2018-05-08","1","2018-05-08","2018-05-08","0.50"
"603268","松发股份","2017-02-27","1","2017-02-27","2017-02-28","4.00"
"603268","松发股份","2017-02-28","1","2017-02-28","2017-05-31","244.00"
"603269","海鸥股份","2020-07-15","1","2020-07-20","2020-07-28","24.00"
"603283","赛腾股份","2018-11-02","1","2018-11-02","2018-11-05","4.00"
"603283","赛腾股份","2018-11-05","1","2018-11-05","2018-11-09","16.00"
"603283","赛腾股份","2019-01-23","1","2019-01-23","2019-01-24","4.00"
"603286","日盈电子","2017-08-17","1","2017-08-17","2017-08-18","4.00"
"603286","日盈电子","2017-08-18","1","2017-08-18","2017-08-21","4.00"
"603286","日盈电子","2019-01-14","1","2019-01-14","2019-01-15","4.00"
"603286","日盈电子","2019-01-15","1","2019-01-15","2019-01-23","24.00"
"603290","斯达半导","2020-02-04","1","2020-02-04","2020-02-04","0.50"
"603297","永新光学","2018-09-10","1","2018-09-10","2018-09-10","0.50"
"603299","井神股份","2017-05-31","1","2017-05-31","2017-06-01","4.00"
"603299","井神股份","2017-06-01","1","2017-06-01","2017-11-15","456.00"
"603299","井神股份","2018-06-28","1","2018-06-28","2018-07-05","20.00"
"603300","华铁科技","2016-10-20","1","2016-10-20","2016-11-02","36.00"
"603305","旭升股份","2017-07-10","1","2017-07-10","2017-07-10","0.50"
"603306","华懋科技","2018-04-16","1","2018-04-16","2018-04-17","4.00"
"603306","华懋科技","2018-04-17","1","2018-04-17","2018-04-23","16.00"
"603306","华懋科技","2020-05-06","1","2020-05-06","2020-05-07","4.00"
"603306","华懋科技","2020-05-07","1","2020-05-07","2020-05-08","4.00"
"603308","应流股份","2016-11-24","1","2016-11-24","2017-02-14","208.00"
"603308","应流股份","2017-06-21","1","2017-06-21","2017-06-26","12.00"
"603309","维力医疗","2018-01-15","1","2018-01-15","2018-05-03","276.00"
"603311","金海环境","2017-03-22","1","2017-03-22","2017-03-29","20.00"
"603315","福鞍股份","2016-06-06","1","2016-06-06","2016-06-07","4.00"
"603315","福鞍股份","2018-04-09","1","2018-04-09","2018-08-01","316.00"
"603315","福鞍股份","2019-06-26","1","2019-06-26","2019-06-27","4.00"
"603316","诚邦股份","2017-06-19","1","2017-06-19","2017-06-19","0.50"
"603317","天味食品","2019-04-16","1","2019-04-16","2019-04-16","0.50"
"603318","派思股份","2016-07-18","1","2016-07-18","2016-07-26","24.00"
"603318","派思股份","2016-07-27","1","2016-07-27","2016-07-28","4.00"
"603318","派思股份","2018-02-05","1","2018-02-05","2018-02-06","4.00"
"603318","派思股份","2018-02-06","1","2018-02-06","2018-06-04","300.00"
"603320","迪贝电气","2017-05-02","1","2017-05-02","2017-05-02","0.50"
"603321","梅轮电梯","2017-09-15","1","2017-09-15","2017-09-15","0.50"
"603322","超讯通信","2016-07-28","1","2016-07-28","2016-07-28","0.50"
"603322","超讯通信","2017-03-28","1","2017-03-28","2017-03-29","4.00"
"603322","超讯通信","2017-12-08","1","2017-12-08","2017-12-25","44.00"
"603323","吴江银行","2016-11-29","1","2016-11-29","2016-11-29","0.50"
"603326","我乐家居","2017-06-16","1","2017-06-16","2017-06-16","0.50"
"603326","我乐家居","2017-08-01","1","2017-08-01","2017-08-02","4.00"
"603327","福蓉科技","2019-05-23","1","2019-05-23","2019-05-23","0.50"
"603328","依顿电子","2017-04-13","1","2017-04-13","2017-04-14","4.00"
"603329","上海雅仕","2017-12-29","1","2017-12-29","2017-12-29","0.50"
"603330","上海天洋","2017-09-04","1","2017-09-04","2017-09-07","12.00"
"603330","上海天洋","2019-01-31","1","2019-01-31","2019-02-21","40.00"
"603331","百达精工","2017-07-05","1","2017-07-05","2017-07-05","0.50"
"603333","明星电缆","2018-02-07","1","2018-02-07","2018-02-08","4.00"
"603333","明星电缆","2018-02-08","1","2018-02-08","2018-03-06","52.00"
"603333","明星电缆","2018-06-08","1","2018-06-08","2018-06-11","4.00"
"603333","明星电缆","2018-06-11","1","2018-06-11","2018-06-27","44.00"
"603333","尚纬股份","2020-10-26","1","2020-10-26","2020-10-27","4.00"
"603333","尚纬股份","2020-10-27","1","2020-10-27","2020-11-09","36.00"
"603335","迪生力","2017-06-20","1","2017-06-20","2017-06-20","0.50"
"603336","宏辉果蔬","2016-11-24","1","2016-11-24","2016-11-24","0.50"
"603336","宏辉果蔬","2017-06-21","1","2017-06-21","2017-07-05","40.00"
"603336","宏辉果蔬","2018-04-10","1","2018-04-10","2018-04-12","8.00"
"603338","浙江鼎力","2016-07-19","1","2016-07-19","2016-08-02","40.00"
"603339","四方冷链","2017-02-20","1","2017-02-20","2017-02-21","4.00"
"603345","安井食品","2017-03-22","1","2017-03-22","2017-05-19","156.00"
"603348","文灿股份","2018-04-26","1","2018-04-26","2018-04-26","0.50"
"603348","文灿股份","2019-12-04","1","2019-12-04","2019-12-05","4.00"
"603351","威尔药业","2019-01-30","1","2019-01-30","2019-01-30","0.50"
"603353","和顺石油","2020-04-07","1","2020-04-07","2020-04-07","0.50"
"603357","设计总院","2017-08-01","1","2017-08-01","2017-08-01","0.50"
"603358","华达科技","2017-01-25","1","2017-01-25","2017-01-25","0.50"
"603360","百傲化学","2017-02-06","1","2017-02-06","2017-02-06","0.50"
"603365","水星家纺","2017-11-20","1","2017-11-20","2017-11-20","0.50"
"603366","日出东方","2016-12-02","1","2016-12-02","2016-12-05","4.00"
"603367","辰欣药业","2017-09-29","1","2017-09-29","2017-09-29","0.50"
"603378","亚士创能","2017-09-28","1","2017-09-28","2017-09-28","0.50"
"603383","顶点软件","2017-05-22","1","2017-05-22","2017-05-22","0.50"
"603383","顶点软件","2018-04-13","1","2018-04-13","2018-04-17","8.00"
"603386","广东骏亚","2018-06-19","1","2018-06-19","2018-10-26","348.00"
"603386","广东骏亚","2019-06-27","1","2019-06-27","2019-06-28","4.00"
"603388","元成股份","2017-03-24","1","2017-03-24","2017-03-24","0.50"
"603388","元成股份","2017-07-18","1","2017-07-18","2017-07-19","4.00"
"603390","通达电气","2019-11-25","1","2019-11-25","2019-11-25","0.50"
"603393","新天然气","2016-09-12","1","2016-09-12","2016-09-12","0.50"
"603393","新天然气","2018-02-26","1","2018-02-26","2018-05-29","248.00"
"603396","金辰股份","2017-10-18","1","2017-10-18","2017-10-18","0.50"
"603398","邦宝益智","2016-06-28","1","2016-06-28","2016-07-08","32.00"
"603398","邦宝益智","2017-03-27","1","2017-03-27","2017-05-24","156.00"
"603398","邦宝益智","2018-02-05","1","2018-02-05","2018-02-06","4.00"
"603398","邦宝益智","2018-02-06","1","2018-02-06","2018-05-30","288.00"
"603399","新华龙","2016-10-20","1","2016-10-20","2016-10-21","4.00"
"603399","新华龙","2016-10-21","1","2016-10-21","2017-03-31","436.00"
"603399","新华龙","2017-04-06","1","2017-04-06","2017-04-17","28.00"
"603399","吉翔股份","2020-03-06","1","2020-03-06","2020-03-09","4.00"
"603399","吉翔股份","2020-03-09","1","2020-03-09","2020-03-20","36.00"
"603416","信捷电气","2016-12-21","1","2016-12-21","2016-12-21","0.50"
